Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Male life expectancy,Female life expectancy ,"School enrollment, primary","School enrollment, tertiary",Primary completion rate,Literacy rate,Year,Country
2775634.0,1391085.0,1384548.0,None,None,9.0,None,None,None,None,11.808,18882095517.8768,None,-347003550.608182,3517362880.64872,None,None,None,None,None,95.6067123413086,62.731990814209,97.7489929199219,99.5,2022,Albania
2811666.0,1407212.0,1404454.0,10.24,11.325,9.0,21.56278,34.61804,39.18639,17.4592,12.683,17930565118.8176,None,-249598404.173107,3291715601.81607,None,None,None,74.087,79.173,97.6049499511719,60.3175811767578,98.223258972168,None,2021,Albania
2837849.0,1418585.0,1419264.0,10.285,10.785,9.0,20.78154,35.54197,40.16925,16.81283,13.067,15162734205.2462,-5.15442352629464,-250229603.313392,2915069419.23608,None,44.58,None,74.632,79.676,100.61360168457,61.392578125,99.4685897827148,None,2020,Albania
2854191.0,1425364.0,1428828.0,10.343,8.48,9.0,20.15067,36.41685,41.60022,16.2039,11.47,15401826080.5183,1.11669142130533,-201581538.601589,2832292983.66725,None,40.11,None,77.168,81.666,104.310256958008,62.0760917663574,101.720718383789,None,2019,Albania
2866376.0,1430495.0,1435881.0,10.517,8.308,9.0,19.74566,37.28573,42.27174,15.57318,12.3,15156424061.9815,3.96443513419733,-18439164.4223571,2793252460.50915,None,37.83,None,77.037,81.608,107.403678894043,56.6088714599609,105.708557128906,None,2018,Albania
2873457.0,1433238.0,1440219.0,10.87,8.15,9.0,19.38128,38.07835,42.41668,15.09885,13.62,13019726211.7369,2.24848346892735,31791431.8843792,2476628808.46887,None,36.94,None,76.873,81.504,109.716163635254,58.6535110473633,110.047668457031,99.5800018310547,2017,Albania
2876101.0,1433925.0,1442176.0,11.289,8.035,9.0,19.37981,40.04085,45.20496,14.79433,15.42,11861199830.8396,3.30170288151763,192633143.363473,2354447509.91804,None,39.44,None,76.639,81.377,110.957733154297,59.2744903564453,107.407730102539,None,2016,Albania
2880703.0,1435812.0,1444890.0,11.718,7.947,9.0,18.66982,41.28352,47.66225,14.02868,17.19,11386853143.152,0.367005964722765,134958280.958492,2252343967.07993,None,38.49,None,76.404,81.183,113.30313873291,62.9865608215332,107.276786804199,None,2015,Albania
2889104.0,1439863.0,1449241.0,12.15,7.868,9.0,17.74006,42.25706,49.86293,11.7598,18.05,13228147516.1168,0.856402078303859,121272184.300341,2644330678.80167,2309.36650255581,38.56,61.4218013942638,76.114,81.013,114.043319702148,66.8260116577148,112.179496765137,None,2014,Albania
2895092.0,1442931.0,1452162.0,12.279,7.819,9.0,16.87796,44.19803,53.13768,10.24382,15.87,12776224537.2743,2.86040927963356,220318856.809381,2499688493.17444,2533.25282927106,41.14,56.3953388128232,75.786,80.781,110.929107666016,65.3152923583984,99.6744995117188,None,2013,Albania
2900401.0,1445914.0,1454486.0,12.227,7.573,9.0,17.27525,45.99563,56.91126,10.58513,13.38,12319834233.2904,-0.703924187764912,-91764999.4993103,2312038884.30993,2118.32777605579,39.91,57.7540817221547,75.73,80.703,110.606300354004,59.5761795043945,115.498252868652,99.2313995361328,2012,Albania
2905195.0,1449024.0,1456171.0,12.035,7.238,8.0,18.8646,45.38802,54.20344,11.47258,13.48,12890760272.5584,0.500767580088635,3339483.79103862,2349571753.04564,2205.70392004668,35.84,61.5027652749324,75.693,80.798,109.736122131348,49.6660118103027,108.334480285645,98.7911911010742,2011,Albania
2913021.0,1454108.0,1458913.0,11.92,7.029,8.0,20.59284,42.08441,53.06408,10.64969,14.09,11926926654.0521,5.66113600762684,-119157179.051345,2141583015.29777,1943.34335385842,36.99,63.2390037485134,75.493,80.688,108.49446105957,45.0025787353516,103.269981384277,None,2010,Albania
2927519.0,1462978.0,1464541.0,11.841,6.81,8.0,19.94069,44.05164,57.14599,10.27808,13.67,12044205572.4342,1.21131913006516,-191468624.925307,2022750085.63359,1835.68407241763,37.09,63.4217264005157,75.316,80.544,108.076110839844,34.2157402038574,105.836242675781,95.6800003051758,2009,Albania
2947314.0,1474838.0,1472476.0,11.868,6.57,8.0,17.77791,44.65603,56.79253,8.868619,13.06,12881352878.2501,7.33901971351958,65020510.6571997,2168840319.95632,1617.7441562046,35.79,63.8471757910902,75.163,80.429,110.683570861816,33.4154510498047,104.580177307129,98.8312072753906,2008,Albania
